Title,Content,URL,Date,Location
‘Deepest contradictions’: Yale bans pro-Palestine group amid Ben-Gvir visit,Observers denounce punishment of pro-Palestine protesters and silence on far-right Israeli minister’s visit.,https://www.aljazeera.com/news/2025/4/24/deepest-contradictions-yale-bans-pro-palestine-group-amid-ben-gvir-visit,24-Apr-25,
Palestinian officials vote to create a vice presidency under Mahmoud Abbas,"The expectation is that whoever holds the role would be the frontrunner to succeed President Mahmoud Abbas, 89.",https://www.aljazeera.com/news/2025/4/24/palestinian-officials-vote-to-create-a-vice-presidency-under-mahmoud-abbas,24-Apr-25,
"Video: Israeli military kills at least 28, mostly children in Gaza","Israeli military strikes on multiple sites in Khan Younis have killed dozens, mostly women and children in Gaza.",https://www.aljazeera.com/video/newsfeed/2025/4/24/video-israeli-military-kills-at-least-28-mostly-children-in-gaza,24-Apr-25,
At least 59 Palestinians killed as Israel escalates Gaza bombardment,Israeli strikes across Gaza kill at least 59 as military issues evacuation orders for Beit Hanoon and Sheikh Zeid.,https://www.aljazeera.com/news/2025/4/24/at-least-59-palestinians-killed-as-israel-escalates-gaza-bombardment,24-Apr-25,
Spain halts controversial $7.5m deal to buy ammunition from Israeli company,PM Pedro Sanchez intervened to avoid a damaging political fallout with far-left allies in Spain’s coalition government.,https://www.aljazeera.com/news/2025/4/24/spain-halts-controversial-7-5m-deal-to-buy-ammunition-from-israeli-company,24-Apr-25,
Made in America,Fault Lines investigates civilian deaths in Lebanon and possible war crimes involving US-made bombs used by Israel.,https://www.aljazeera.com/program/fault-lines/2025/4/24/made-in-america,24-Apr-25,
"Israel is using high-powered bombs to maximise deaths in Gaza, experts say",Israel’s latest war on Gaza is killing civilians at four times the rate of previous conflicts there.,https://www.aljazeera.com/video/newsfeed/2025/4/24/israel-is-using-high-powered-bombs-to-maximise-deaths-in-gaza-experts-say,24-Apr-25,
Pro-Palestinian demonstrators protest Ben-Gvir’s visit near Yale University,Pro-Palestinian protesters threw objects towards Israel’s far-right minister Itamar Ben-Gvir as he visited Yale.,https://www.aljazeera.com/program/newsfeed/2025/4/24/pro-palestinian-demonstrators-protest-ben-gvirs-yale-visit,24-Apr-25,
‘Insulting’: Hamas condemns Abbas’s remarks on Gaza captives,Palestinian leader Mahmoud Abbas says keeping the captives provides Israel with justification for its attacks on Gaza.,https://www.aljazeera.com/news/2025/4/24/hamas-condemns-abbass-remarks-over-gaza-hostages,24-Apr-25,
‘No mercy’: Israel keeps blocking aid amid systematic destruction of Gaza,Many women and children among 13 killed in the latest Israeli aerial attacks across Gaza.,https://www.aljazeera.com/news/2025/4/24/no-mercy-israel-keeps-blocking-aid-amid-systematic-destruction-of-gaza,24-Apr-25,
Updates: Israel kills 45 in latest attacks on civilian shelters in Gaza,"These were the updates on Israel’s war on Gaza and attacks on the occupied West Bank for Thursday, April 24.",https://www.aljazeera.com/news/liveblog/2025/4/24/live-israel-kills-at-least-40-in-attacks-on-tent-shelters-school-in-gaza,24-Apr-25,
Tunisian judge orders detention of prominent lawyer Ahmed Souab,Souab is a fierce critic of President Kais Saied and was arrested for comments about the judiciary acting under duress.,https://www.aljazeera.com/news/2025/4/23/tunisian-judge-orders-detention-of-prominent-lawyer-ahmed-souab,23-Apr-25,
Ben-Gvir: US Republicans support bombing Gaza ‘food and aid depots’,Israeli national security minister claims he met with ‘senior Republican Party’ officials at Trump’s Mar-a-Lago estate.,https://www.aljazeera.com/news/2025/4/23/ben-gvir-us-republicans-support-bombing-gaza-food-and-aid-depots,23-Apr-25,
US-Iran nuclear talks resume. What’s at stake now?,"Iran and the US resume indirect nuclear talks, with sanctions relief and uranium enrichment still key sticking points.",https://www.aljazeera.com/program/the-take-2/2025/4/23/aje-onl-aje-onl-tt_irn_nucleartalks_av_v2-230425,23-Apr-25,
"Istanbul quake caused over 150 panic-driven injuries, officials say",People rushed onto the streets and even jumped from buildings during a 6.2 magnitude earthquake in Istanbul.,https://www.aljazeera.com/video/newsfeed/2025/4/23/istanbul-quake-caused-over-150-panic-driven-injuries-officials-say,23-Apr-25,
‘I don’t know where I will go’: Refugees run out of options in Tunisia,"Blocked from staying and barred from moving to other camps, refugees in Tunisia weigh a bleak future.",https://www.aljazeera.com/news/2025/4/23/i-dont-know-where-i-will-go-refugees-run-out-of-options-in-tunisia,23-Apr-25,
‘I grabbed my cat and ran’: Istanbul panics as earthquake hits,"Istanbul’s earthquake leaves residents anxious, reviving memories of past disasters and fears of future catastrophes.",https://www.aljazeera.com/news/2025/4/23/istanbul-residents-react-to-latest-earthquake,23-Apr-25,
"Jordan outlaws Muslim Brotherhood group, confiscates assets",Interior Minister Mazin Fraya says all the activities of the group will be banned and its assets confiscated.,https://www.aljazeera.com/news/2025/4/23/jordan-outlaws-muslim-brotherhood-group-confiscates-assets,23-Apr-25,
"Israeli attacks on Gaza kill dozens, including several in Gaza City shelter",Israel has killed 40 people and injured over 100 in Gaza as mediators attempt to secure new ceasefire deal.,https://www.aljazeera.com/news/2025/4/23/1452,23-Apr-25,
Why have Israel’s Gaza safe zones disappeared from its maps?,"Since Israel resumed its war on Gaza in March, it has quietly removed the Al Mawasi safe zone from its maps.",https://www.aljazeera.com/video/newsfeed/2025/4/23/why-have-israels-gaza-safe-zones-disappeared-from-its-maps,23-Apr-25,
Deadly Israeli strike burns school and tent shelter in Gaza city,The Israeli military bombed a school sheltering forcibly displaced Palestinian families in Gaza city.,https://www.aljazeera.com/program/newsfeed/2025/4/23/deadly-israeli-strike-burns-school-and-tent-shelter-in-gaza-city,23-Apr-25,
Magnitude 6.2 quake in Turkiye shakes Istanbul,Videos captured the moment a magnitude 6.2 earthquake hit near the Turkish city of Istanbul.,https://www.aljazeera.com/program/newsfeed/2025/4/23/magnitude-6-2-quake-in-turkiye-shakes-istanbul,23-Apr-25,
Turkiye earthquake updates: Istanbul rocked by magnitude 6.2 quake,Turkish authorities say it was one of the strongest earthquakes to hit the city in recent years.,https://www.aljazeera.com/news/liveblog/2025/4/23/turkiye-earthquake-live-news-istanbul-rocked-by-6-2-magnitude-quake,23-Apr-25,
Gaza is burning. UK NGOs must abandon failed diplomacy and fight back,"Only legal action, protests and public pressure – not meetings – will push Britain to end its complicity in genocide.",https://www.aljazeera.com/opinions/2025/4/23/gaza-is-burning-uk-ngos-must-abandon-failed-diplomacy-and-fight-back,23-Apr-25,
Magnitude 6.2 earthquake jolts Turkiye’s Istanbul,One person is reportedly injured from jumping off a balcony during the magnitude 6.2 quake.,https://www.aljazeera.com/news/2025/4/23/powerful-6-2-magnitude-earthquake-shakes-turkiyes-istanbul,23-Apr-25,
Yemen’s Houthis launch rare missile attack on northern Israel,Israel says the ballistic missile has been intercepted without causing any injuries.,https://www.aljazeera.com/news/2025/4/23/yemens-houthis-launch-rare-attack-on-northern-israel,23-Apr-25,
Child among at least 10 killed in Israeli attack on school shelter in Gaza,A child burns to death following the attack on school-turned-shelter in Gaza City.,https://www.aljazeera.com/news/2025/4/23/child-among-at-least-10-killed-in-israeli-attack-on-school-shelter-in-gaza,23-Apr-25,
The Take: US-Iran nuclear talks resume. What’s at stake now?,"Iran and the US resume indirect nuclear talks, with sanctions relief and uranium enrichment still key sticking points.",https://www.aljazeera.com/podcasts/2025/4/23/the-take-us-iran-nuclear-talks-resume-whats-at-stake-now,23-Apr-25,
Updates: At least 39 killed by Israel in Gaza over last 24 hours,"Israel continues to pound the northern Gaza Strip, killing at least 20 there since the early hours of this morning.",https://www.aljazeera.com/news/liveblog/2025/4/23/live-israel-attacks-childrens-hospital-in-gaza-polio-campaign-at-a-halt,23-Apr-25,
‘He gave us strength’: Gaza Christians remember calls with Pope Francis,Gaza’s Christians mourn Pope Francis as a defender of peace and a source of strength during the horror of war.,https://www.aljazeera.com/news/2025/4/22/he-gave-us-strength-gaza-christians-remember-calls-with-pope-francis,22-Apr-25,
Houthis say group downed US drone in northwest Yemen as US strikes continue,"Al Masirah, a Houthi-affiliated outlet, says the US launched a series of strikes on several locations in the country.",https://www.aljazeera.com/news/2025/4/22/houthis-say-group-downed-us-drone-in-northwest-yemen-as-us-strikes-continue,22-Apr-25,
Netanyahu’s survival tactics tested amid Israel Shin Bet head’s accusations,PM Netanyahu sparks political turmoil with Shin Bet dismissal as Israel grapples with war and divided public opinion.,https://www.aljazeera.com/news/2025/4/22/netanyahus-survival-tactics-tested-amid-israel-shin-bet-heads-accusations,22-Apr-25,
Putin discusses US-Iran nuclear talks with leader of Oman in Moscow,Sultan Haitham bin Tariq Al Said is visiting Russia ahead of a third round of talks between Tehran and Washington.,https://www.aljazeera.com/news/2025/4/22/putin-discusses-us-iran-nuclear-talks-with-leader-of-oman-in-moscow,22-Apr-25,
"Israeli attacks kill 32 in Gaza, destroy bulldozers for recovering the dead",UNRWA says Gaza has become ‘a land of desperation’ as Israel continues to pound the strip and block humanitarian aid.,https://www.aljazeera.com/news/2025/4/22/israeli-attacks-kill-28-in-gaza-destroy-bulldozers-for-recovering-the-dead,22-Apr-25,
Palestinians in distress after Israeli attack in Khan Younis,At least eleven Palestinians were killed in an Israeli attack on a residential building in Khan Younis.,https://www.aljazeera.com/video/newsfeed/2025/4/22/palestinians-in-distress-after-israeli-attack-in-khan-younis,22-Apr-25,
The Endgame,People & Power examines whether the forced transfer of Palestinians is Israel’s ultimate goal.,https://www.aljazeera.com/program/people-power/2025/4/22/the-endgame,22-Apr-25,
Israeli attack kills al-Jamaa al-Islamiya leader in Lebanon,Attack on Hezbollah ally one of two deadly strikes as Lebanon PM under pressure to dismantle armed groups.,https://www.aljazeera.com/news/2025/4/22/israeli-strike-kills-jamaa-islamiya-commander-in-lebanon,22-Apr-25,
Charities in Gaza are running out of food as Israel blocks all aid supplies,Palestinians in Gaza are facing severe food shortages as charities warn their last supplies of food are running out.,https://www.aljazeera.com/program/newsfeed/2025/4/22/charities-in-gaza-are-running-out-of-food-as-israel-blocks-all-aid-supplies,22-Apr-25,
"History Illustrated: The US, Iran and the bomb",Trump administration and Iran have rekindled their interest in striking a nuclear deal after Trump quit the last one.,https://www.aljazeera.com/gallery/2025/4/22/the-us-iran-and-the-bomb,22-Apr-25,
Rescue workers pull charred bodies from Al Mawasi camp after Israeli attack,An Israeli bombing on a cluster of tents in Al Mawasi has killed at least 10 people.,https://www.aljazeera.com/video/newsfeed/2025/4/22/rescue-workers-pull-charred-bodies-from-al-mawasi-camp-after-israeli-attack,22-Apr-25,
Israeli spy chief accuses Netanyahu of demanding illegal operations,Ronen Bar fires latest salvo in ongoing showdown with Israeli PM that has divided country.,https://www.aljazeera.com/news/2025/4/22/israeli-spy-chief-accuses-netanyahu-of-demanding-illegal-operations,22-Apr-25,
Photos: Gaza’s Christians mourn death of Pope Francis,"The deceased pontiff had regularly called Gaza’s Christians offering prayers, encouragement and solidarity.",https://www.aljazeera.com/gallery/2025/4/22/gazas-christians-mourn-death-of-pope-francis,22-Apr-25,
Pope Francis updates: Vatican releases plan for Saturday’s funeral,These were the updates on April 22 about the death of Pope Francis.,https://www.aljazeera.com/news/liveblog/2025/4/22/pope-francis-live-news,22-Apr-25,
Updates: Israeli forces kill 32 people in ‘heavy waves’ of attacks on Gaza,The Israeli military hits tent camps and homes across Gaza as its attacks intensify across the enclave.,https://www.aljazeera.com/news/liveblog/2025/4/22/live-israel-kills-29-in-gaza-netanyahu-vows-powerful-response-to-houthis,22-Apr-25,
Pope Francis spoke up for Palestinians until the end,Pope Francis chose to not remain silent on the suffering of the Palestinian people.,https://www.aljazeera.com/video/newsfeed/2025/4/21/pope-francis-spoke-up-for-palestinians-until-the-end,21-Apr-25,
More than 30 killed in latest attack in Sudan’s Darfur region: Monitor,"Residential buildings among structures targeted in paramilitary attack on city of el-Fasher, activists say.",https://www.aljazeera.com/news/2025/4/21/sudans-rsf-kill-more-than-30-in-a-new-attack-on-darfur-region-monitor,21-Apr-25,
"Before he died, Pope Francis called for peace in Gaza. Will anyone listen?","Amid international indifference to the continuing genocide, the pope used his last address to call for a ceasefire.",https://www.aljazeera.com/opinions/2025/4/21/before-he-died-pope-francis-called-for-peace-in-gaza-will-anyone-listen,21-Apr-25,
Iran to brief China as it accuses Israel of ‘undermining’ US nuclear talks,Tehran official’s Beijing trip comes before third round of talks with the US and follows consultations with Russia.,https://www.aljazeera.com/news/2025/4/21/iran-to-consult-china-after-accusing-israel-of-undermining-nuclear-talks-with-us,21-Apr-25,
Israeli report on killing of Palestinian medics in Gaza: What to know,The Israeli military identifies ‘professional failures’ in the attack on emergency vehicles last month.,https://www.aljazeera.com/news/2025/4/21/israeli-report-on-killing-of-palestinian-medics-in-gaza-what-to-know,21-Apr-25,
‘A cancer’: UN warns Asia-based cybercrime syndicates expanding worldwide,"Agency says gangs caused $37bn in losses in Asia as they gain new footholds in Africa, South America, and Middle East.",https://www.aljazeera.com/news/2025/4/21/a-cancer-un-warns-asia-based-cybercrime-syndicates-expanding-worldwide,21-Apr-25,
Israeli report on killing of Gaza medics “full of lies” say critics,An investigation says “professional failures” led its troops to shoot dead 15 Palestinian rescue workers in Rafah.,https://www.aljazeera.com/video/newsfeed/2025/4/21/israeli-report-on-killing-of-gaza-medics-full-of-lies-say-critics,21-Apr-25,
Photos: Landmines continue to claim lives in post-Assad Syria,Urgent calls made to expand demining effort to cleanse deadly remnants of war still hiding in Syria’s soil.,https://www.aljazeera.com/gallery/2025/4/21/landmines-continue-to-claim-lives-in-post-assad-syria,21-Apr-25,
Church bells ring for Pope Francis,Bells tolled at Catholic churches around the world as followers mourn the death of Pope Francis.,https://www.aljazeera.com/video/newsfeed/2025/4/21/church-bells-ring-for-pope-francis,21-Apr-25,
‘A man of the people’: World reacts to the death of Pope Francis,World leaders hail legacy of compassion and humility as they mourn the Argentinian pontiff.,https://www.aljazeera.com/news/2025/4/21/a-man-of-the-people-world-reacts-to-the-death-of-pope-francis,21-Apr-25,
Forced displacement in Sudan’s North Darfur overwhelming aid operations: UN,"Access to el-Fasher and nearby camps ‘dangerously restricted’, with up to 450,000 people estimated to be on the move.",https://www.aljazeera.com/news/2025/4/21/forced-displacement-in-sudans-north-darfur-overwhelming-aid-operations-un,21-Apr-25,
US air attack hits market in Yemen’s capital,"A popular market in Yemen’s capital was one of the areas hit in the latest US air strikes, killing at least 12 people.",https://www.aljazeera.com/program/newsfeed/2025/4/21/us-air-attack-hits-market-in-yemens-capital,21-Apr-25,
Pope Francis updates: Leader of Roman Catholic Church dies at 88,"These were all the updates about the death of Pope Francis on April 21, 2025.",https://www.aljazeera.com/news/liveblog/2025/4/21/live-pope-francis-has-died-vatican-announces,21-Apr-25,
"Oscar Piastri wins at F1 Saudi Arabia, leads drivers’ standings",Oscar Piastri’s victory put Australia on top of the Formula One world championship for the first time since 2010.,https://www.aljazeera.com/sports/2025/4/21/f1-saudi-gp-piastri-beats-verstappen-leads-drivers-championship,21-Apr-25,
Updates: Israeli forces kill many in attacks on tent camps in Gaza,At least 29 Palestinians killed in Gaza while Civil Defence spokesman rejects Israeli probe into the killings of medics.,https://www.aljazeera.com/news/liveblog/2025/4/21/live-israel-kills-32-in-gaza-2-in-lebanon-us-bombs-yemen-killing-12,21-Apr-25,
Israeli army only finds ‘professional failures’ in Gaza aid worker killings,The Palestine Red Crescent Society denounced the Israeli report as ‘full of lies’.,https://www.aljazeera.com/news/2025/4/20/israeli-army-only-finds-professional-failures-in-gaza-aid-worker-killings,20-Apr-25,
"US air strikes on Yemen kill 12, Houthis say",US President Donald Trump’s administration announced a major military offensive against the rebel group in March.,https://www.aljazeera.com/news/2025/4/20/houthis-say-us-bombs-yemen-again-targeting-capital-sanaa,20-Apr-25,
"Palestinians in Gaza, West Bank mark sorrowful Easter amid Israeli attacks","As the killings in Gaza continue, Israel prevents many Christians from reaching holy sites or homes in Jerusalem.",https://www.aljazeera.com/news/2025/4/20/palestinians-in-gaza-west-bank-mark-sorrowful-easter-amid-israeli-attacks,20-Apr-25,
Syria’s first wheat shipment since al-Assad ouster points to recovery,Traders say Syria has largely been relying on overland imports from neighbours this year.,https://www.aljazeera.com/news/2025/4/20/syrias-first-wheat-shipment-since-al-assad-ouster-points-to-recovery,20-Apr-25,
Lebanese president says disarming Hezbollah ‘delicate’ as Israel kills two,Joseph Aoun makes the comment as the Lebanese army says it foils a rocket attack on Israel.,https://www.aljazeera.com/news/2025/4/20/lebanese-president-says-disarming-hezbollah-delicate-as-israel-kills-two,20-Apr-25,
Deaths soar as Israel bombs Palestinian refugees’ tents in Gaza ‘safe zone’,The Israeli military has been relentlessly bombing a displacement camp in Gaza’s so-called ‘safe zone’ of al-Mawasi.,https://www.aljazeera.com/video/newsfeed/2025/4/20/deaths-soar-as-israel-bombs-palestinian-refugees-tents-in-gaza-safe,20-Apr-25,
Israeli police clash with Christian worshippers on Easter,Israeli police threatened Christians trying to celebrate Easter as they corralled worshippers in occupied East Jerusalem,https://www.aljazeera.com/program/newsfeed/2025/4/20/israeli-police-clash-with-christian-worshippers-on-easter,20-Apr-25,
‘Little guest’: How a rescued baby brought two Gaza families together,Tareq found his wife dead after Israel bombed their shelter in December 2023. But their baby had disappeared.,https://www.aljazeera.com/features/2025/4/20/little-guest-how-a-rescued-baby-brought-two-gaza-families-together,20-Apr-25,
No “military victory from either side” in Sudan war,"Mohy Omer on Sudan’s war two years in – no clear victory in sight, but is there still a chance for negotiations?",https://www.aljazeera.com/program/quotable/2025/4/20/aje-onl-qtmohyomerfinal-200425,20-Apr-25,
The Hawaii of Israel: How Trump legitimised a longstanding Israeli vision,Israel has long envisoned the transfer of Gaza’s Palestinians. Now this dangerous idea has gained legitimacy.,https://www.aljazeera.com/opinions/2025/4/20/the-hawaii-of-israel-how-trump-legitimised-a-longstanding-israeli-vision,20-Apr-25,
Everything you need to know about Iran-US nuclear negotiations,After ‘constructive’ high-level talks come ‘technical discussions’ to move the negotiations along.,https://www.aljazeera.com/features/2025/4/20/everything-you-need-to-know-about-iran-us-nuclear-negotiations,20-Apr-25,
US is “seeking maximum concessions from Iran”,“Trump’s business-like approach to diplomacy is counterproductive”.,https://www.aljazeera.com/program/quotable/2025/4/20/us-is-seeking-maximum-concessions-from,20-Apr-25,
Thousands gather for centuries-old Holy Fire ceremony in Jerusalem,"Orthodox Christians celebrate Holy Fire tradition in Jerusalem, passing miraculous flame in the ancient basilica.",https://www.aljazeera.com/gallery/2025/4/20/thousands-gather-for-centuries-old-holy-fire-ceremony-in-jerusalem,20-Apr-25,
US air strikes pound Yemen,"Video shows US air strikes pounding Yemen’s capital, Sanaa, just days after the US bombed Hodeidah’s airport",https://www.aljazeera.com/program/newsfeed/2025/4/20/us-air-strikes-pound-yemen,20-Apr-25,
Week in Pictures: From Serbia student protests to anti-US rallies in Yemen,A roundup of some of last week’s events.,https://www.aljazeera.com/gallery/2025/4/20/week-in-pictures-from-serbia-student-protests-to-anti-us-rallies-in-yemen,20-Apr-25,
Updates: Red Crescent rubbishes Israeli probe into Gaza medic killings,"Israeli probe says errors made in killing of 15 Gaza medics, aid workers; denies execution despite testimonies, footage.",https://www.aljazeera.com/news/liveblog/2025/4/20/live-israel-kills-52-in-gaza-netanyahu-orders-army-to-step-up-attacks,20-Apr-25,
US attacks Yemen again after at least 80 people killed in Hodeidah,UN chief Antonio Guterres says he is ‘gravely concerned’ about US air strikes this week on Yemen.,https://www.aljazeera.com/news/2025/4/19/us-attacks-yemen-again-after-at-least-80-people-killed-in-hodeidah,19-Apr-25,
"Iran, US report progress in nuclear talks, confirm third round next week","After technical talks, senior negotiators are expected to reunite on April 26, according to Iran’s foreign ministry.",https://www.aljazeera.com/news/2025/4/19/iran-says-progress-in-nuclear-talks-with-us-confirms-third-round-next-week,19-Apr-25,
Over 170 arrested for attacks on Pakistan KFC outlets in Gaza war protests,Western brands have been hit by boycotts and other forms of protests in Muslim-majority countries due to the Gaza war.,https://www.aljazeera.com/news/2025/4/19/over-170-arrested-for-attacks-on-pakistan-kfc-outlets-in-gaza-war-protests,19-Apr-25,
‘Unrelenting pain’: Israeli bombardment of Gaza kills 92 in two days,"At least 219 people injured in attacks since Good Friday, with many children among the casualties, health officials say.",https://www.aljazeera.com/news/2025/4/19/israeli-bombardment-kills-92-in-two-days-gaza-government,19-Apr-25,
"Gaza had educational justice. Now the genocide has wiped that out, too","For the first time in many years, education in Gaza is only accessible to the well-to-do.",https://www.aljazeera.com/opinions/2025/4/19/gaza-had-educational-justice-now-the-genocide-has-wiped-that-out-too,19-Apr-25,
Palestinian government denounces settler threat to Al-Aqsa Mosque,Foreign Ministry calls on international community to deal with ‘incitement’ to destroy the holy site seriously.,https://www.aljazeera.com/news/2025/4/19/palestinian-government-denounces-settler-threat-to-al-aqsa-mosque,19-Apr-25,
"Russia-Ukraine war: List of key events, day 1,150","These are the key events on day 1,150 of Russia’s war on Ukraine.",https://www.aljazeera.com/news/2025/4/19/russia-ukraine-war-list-of-key-events-day-1150,19-Apr-25,
Tunisian court hands opposition figures lengthy jail terms,Dozens of defendants found guilty of “conspiracy against state security” and given sentences of 13 to 66 years.,https://www.aljazeera.com/news/2025/4/19/tunisian-court-hands-opposition-figures-lengthy-jail,19-Apr-25,
Iran-US talks updates: Two sides to hold more nuclear discussions,"These were the updates about the Iran-US nuclear discussions that were held in Rome, Italy on April 19, 2025.",https://www.aljazeera.com/news/liveblog/2025/4/19/iran-us-talks-live-nuclear-discussions-to-begin-in-italys-rome,19-Apr-25,
"Updates: US targets Yemen, almost 100 killed in Israeli attacks across Gaza",Houthi-affiliated media al-Masirah reporting that three people killed in new US air strikes on Sanaa.,https://www.aljazeera.com/news/liveblog/2025/4/19/live-israel-kills-64-in-gaza-as-homes-tent-camps-barbershop-bombed,19-Apr-25,
Image of Gaza airstrike survivor wins 2025 World Press Photo of the Year,A poignant image of a nine-year-old amputee from Gaza is the 2025 World Press Photo of the Year.,https://www.aljazeera.com/program/newsfeed/2025/4/18/image-of-gaza-airstrike-survivor-wins-2025-world-press-photo-of-the-year,18-Apr-25,
